3	69.7	14	4
4	75.9	0	2
4	24.9	2	1
3	69.7	7	5
4	93.1	9	4
3	69.7	18	4
4	62.5	18	3
5	58.7	5	1
4	52.3	14	3
5	168.4	7	5
4	59.8	17	4
5	98.6	17	2
4	24.4	3	1
3	69.7	18	3
4	52.2	18	4
5	99.7	18	3
4	88.1	8	3
4	135	18	4
3	69.7	6	2
4	75	6	2
3	69.7	3	1
3	69.7	1	1
5	114.1	17	4
3	69.7	15	5
5	83.1	15	3
5	135.9	9	4
3	69.7	9	3
4	81.5	9	4
4	73.1	23	1
4	64.7	18	3
5	43.4	2	1
3	69.7	19	3
4	52.2	19	4
3	69.7	14	4
5	74.8	14	5
3	69.7	21	3
4	52.2	18	3
3	69.7	7	3
5	50.1	1	1
4	46.4	1	1
3	69.7	15	4
5	118.8	12	4
3	130.5	15	5
4	81.9	15	4
5	62.6	6	2
4	48.7	10	3
4	58.7	19	3
4	79.7	17	4
4	46.9	2	1
3	64.6	1	1
3	69.7	16	4
5	84.5	16	2
4	70.2	13	4
4	52	19	3
4	98.3	22	1
4	47	5	1
3	69.7	10	3
5	86.5	10	4
4	69.2	22	2
5	99.1	18	4
3	69.7	1	1
5	58.8	1	1
4	60.3	1	1
5	139.7	22	1
4	60.3	1	1
3	69.7	1	2
4	70.2	13	3
3	69.7	13	4
5	56.6	23	1
3	69.7	10	5
5	69.6	23	1
5	44.1	4	1
3	69.7	4	1
3	69.7	11	3
4	72.4	11	4
3	69.7	16	5
5	75.7	14	5
5	81	1	1
4	75.9	1	1
3	69.7	21	3
3	63.2	5	1
5	36.2	3	1
4	81.7	7	3
5	102.4	7	4
5	120.3	8	4
3	69.7	8	3
4	99.3	8	3
4	36.9	14	3
5	58.7	4	1
4	62.6	12	3
5	115.1	12	4
5	48.6	3	1
4	36.9	3	1
5	99.8	18	3
5	106.6	21	3
4	28.3	4	1
3	69.7	15	4
3	69.7	17	4
3	180.8	16	4
5	62.6	6	2
3	69.7	6	1
4	37.9	16	3
3	69.7	13	3
4	71.1	20	2
3	69.7	20	2
3	69.7	9	4
4	93.1	9	4
3	69.7	20	2
5	61.1	11	3
5	86.5	9	3
4	75.5	17	4
3	69.7	16	3
4	84.8	12	4
5	76.7	12	4
3	69.7	12	5
4	79.5	0	1
4	46.4	14	4
5	40.7	2	1
3	69.7	0	1
4	114	0	1
3	69.7	4	1
4	75.5	21	2
3	69.7	21	1
5	74.9	16	4
4	107.1	16	4
3	58.4	3	1
3	69.7	21	3
3	69.7	5	1
5	56.3	0	1
4	59	0	1
3	69.7	0	1
5	168.4	7	4
4	24.4	3	1
4	80.9	23	1
5	110.6	8	5
4	37.7	1	1
4	54	5	1
5	38	4	1
4	68.5	23	1
5	55.5	23	1
3	69.7	23	1
4	88.1	8	4
4	80.9	11	4
4	89	10	4
3	69.7	9	2
4	72.3	10	4
3	69.7	10	5
4	41.6	15	3
3	69.7	10	2
4	62.5	18	3
4	72.3	10	4
5	125.2	6	4
4	60.3	2	1
4	45.1	1	1
5	97.7	19	2
4	59.8	17	4
3	69.7	8	2
4	47.9	8	2
5	82.3	8	3
5	86.2	9	2
4	57.7	9	2
3	69.7	12	5
4	98.9	17	4
5	81.6	15	4
3	69.7	6	1
5	93.8	22	1
5	56.3	0	1
4	59	0	1
5	114.7	18	3
4	65.4	14	4
4	81.9	15	4
4	61.3	0	1
5	61	0	1
3	69.7	0	1
5	39.8	4	1
4	64.7	11	3
4	47.9	9	3
5	82.3	9	3
3	69.7	9	3
4	36.9	13	3
5	64.9	13	3
3	69.7	6	1
5	62.6	6	1
4	34.9	6	2
4	94.7	10	4
4	45.7	8	1
4	38.6	1	1
3	69.7	1	1
4	85.5	7	3
3	69.7	17	3
4	75.5	17	4
4	73.1	11	3
3	69.7	11	4
4	81.5	9	4
5	135.9	9	4
5	102.4	7	5
4	100.1	21	1
3	69.7	3	1
4	63.2	12	4
4	104.8	7	4
5	168.4	7	4
3	69.7	10	4
3	69.7	14	4
5	105.4	14	4
5	114.1	17	5
5	81	0	1
3	69.7	9	5
3	149.9	19	3
3	69.7	23	1
3	69.7	10	4
4	48.7	9	3
4	24.9	2	1
3	69.7	14	5
5	74.8	14	4
3	69.7	7	4
3	69.7	1	1
5	93.9	19	2
3	69.7	19	3
4	135	18	4
3	69.7	7	4
5	68.3	8	1
5	77.8	8	3
5	122.2	8	3
5	99.8	17	3
3	64.6	1	1
4	46.4	1	1
3	69.7	9	3
3	69.7	15	4
3	69.7	0	1
4	24.9	2	1
3	69.7	17	3
3	69.7	7	3
4	104.8	7	4
3	69.7	11	3
5	34.6	2	1
5	98.7	23	1
4	73.1	23	1
5	69.1	23	1
3	69.7	4	1
5	63.3	23	1
4	45.2	5	1
5	38	5	1
4	28.3	4	1
4	73.1	10	3
3	69.7	2	1
5	34.6	2	1
4	46.9	2	1
3	69.7	12	5
5	48.6	4	1
4	71.1	20	3
3	69.7	21	2
4	52.4	5	1
5	122.2	9	5
4	88.1	9	4
3	69.7	15	4
4	60.3	1	1
3	69.7	8	2
5	58.9	8	1
3	69.7	17	5
4	59.8	17	3
3	69.7	23	1
5	86.5	9	3
4	48.7	9	3
4	85.5	7	4
3	69.7	6	1
4	31.6	4	1
3	69.7	4	1
5	44.1	4	1
3	180.8	16	4
3	69.7	10	3
5	68.9	10	3
4	54.1	21	3
3	69.7	22	1
5	63.2	13	4
3	69.7	1	1
5	81.9	21	1
3	69.7	16	4
4	71.9	16	4
3	69.7	22	1
3	69.7	16	4
5	104.7	19	3
4	87	19	3
3	69.7	2	1
3	69.7	21	2
4	31.6	4	1
3	69.7	0	1
3	69.7	13	5
5	93.7	16	3
3	69.7	11	4
5	80.4	11	3
3	69.7	14	3
3	69.7	10	4
3	69.7	21	2
5	129.8	21	1
4	81.7	21	2
5	82.8	15	4
5	76.7	11	3
4	46.9	15	3
4	47	4	2
3	69.7	4	1
3	69.7	8	4
4	60.7	20	3
5	112.8	20	1
5	63.2	13	4
3	69.7	23	1
4	39.5	3	1
3	69.7	23	1
3	69.7	11	5
5	102.5	11	4
4	45.1	1	1
5	41.7	1	2
4	23.3	4	1
5	35.7	4	1
4	51	10	4
5	91.8	18	3
3	157.4	18	4
3	69.7	17	4
5	55.1	13	3
4	46.4	13	3
4	93.3	18	3
4	69.6	8	3
3	69.7	8	4
5	107.7	6	3
5	81.2	22	1
5	71.3	0	1
3	69.7	14	4
5	83.7	14	3
3	69.7	12	4
4	62.5	19	3
3	69.7	19	3
5	98.7	23	1
5	82.5	23	3
5	55.5	22	1
3	69.7	9	4
5	109.5	9	5
4	93.1	9	3
4	36.9	3	1
3	58.4	3	1
3	69.7	21	2
3	86.6	6	2
5	82.9	6	4
4	73.1	10	4
4	78.2	18	4
5	58.8	0	1
3	69.7	22	2
3	69.7	10	2
4	61.2	22	2
5	34.1	2	1
4	57.1	8	3
3	69.7	7	3
4	65.9	15	4
3	69.7	15	4
5	68.9	14	3
4	46.9	4	1
3	69.7	8	3
5	93.7	16	4
3	149.9	19	3
5	97.7	19	3
3	69.7	2	1
4	46.9	15	4
4	75.5	17	3
4	79.7	17	3
3	69.7	17	4
5	85.2	17	3
3	69.7	16	3
4	46.9	16	3
5	69.6	2	1
4	75.5	17	4
3	69.7	17	3
3	69.7	6	2
3	69.7	0	1
5	71.3	0	1
4	79.5	0	1
4	55.4	3	1
4	95.4	20	3
5	108.9	20	2
5	36.2	4	1
3	60.3	2	1
4	43.9	2	1
5	130.9	22	1
3	96.6	22	1
4	69.2	22	2
3	69.7	5	1
4	47.9	5	1
5	64.9	14	2
3	69.7	14	5
3	69.7	18	4
5	72.5	12	3
5	82.9	15	4
5	98.7	0	1
4	63.7	14	4
3	69.7	0	1
3	69.7	11	4
3	69.7	3	2
5	57.4	3	1
4	63.7	14	4
5	75.7	14	4
3	69.7	21	1
3	149.9	19	3
4	102.3	19	3
3	69.7	15	4
4	59.4	6	3
5	58.9	7	1
4	42.3	5	1
5	69.1	23	1
3	84.3	23	1
4	73.1	23	2
5	115.1	12	4
4	65.4	14	3
4	75.5	21	2
3	69.7	6	3
5	129.8	20	3
3	69.7	4	1
5	69.1	23	1
4	54	5	2
3	69.7	8	3
5	39.5	1	1
4	37.7	1	1
5	139.7	21	3
5	102.8	13	4
3	69.7	15	4
4	68.5	23	1
3	69.7	23	1
3	69.7	22	3
4	72.9	22	2
3	69.7	1	1
3	69.7	3	1
5	36.2	3	2
5	114.1	17	5
4	63.2	12	4
3	69.7	12	5
3	69.7	3	1
4	39.5	2	1
4	36.9	13	3
5	81.6	15	3
5	130.9	23	1
5	83.1	15	4
5	64.9	13	3
3	69.7	13	4
3	69.7	20	2
4	52.3	14	4
3	69.7	14	4
5	68.9	14	3
3	69.7	0	1
3	69.7	12	5
3	69.7	9	3
5	91.8	18	2
3	154.5	18	4
3	69.7	13	4
3	69.7	6	2
5	47.8	5	1
4	57.7	9	2
3	69.7	16	3
3	69.7	0	1
5	85.9	1	1
4	93.3	18	4
3	69.7	12	4
4	84.8	12	4
5	76.7	12	5
4	87.3	7	4
5	151	7	5
3	69.7	6	2
4	100.1	21	1
4	63.1	23	2
4	98.1	14	4
5	84.6	16	3
4	102.3	19	3
3	149.9	19	3
4	29.7	2	1
3	69.7	2	1
3	69.7	22	1
3	89.5	0	1
4	46.9	3	1
5	45.5	2	1
3	60.3	2	1
5	76.4	10	4
5	113.6	9	5
3	154.5	18	3
3	146.2	17	4
4	98.9	17	3
4	47.9	5	2
3	69.7	12	3
4	40.6	12	3
4	71.9	16	4
4	72.9	22	1
4	58.7	19	2
5	99.1	18	3
3	69.7	18	3
4	135	18	3
3	69.7	8	2
5	102.5	11	5
3	69.7	7	3
5	80.2	21	2
4	40.6	12	3
3	154.5	18	4
4	93.3	18	4
4	46.4	12	3
4	58.3	23	2
3	69.7	0	1
5	98.6	17	3
3	69.7	0	1
3	69.7	1	1
4	38.6	1	1
4	62.5	18	3
3	69.7	22	2
5	93.8	22	1
5	101.8	10	5
4	73.1	10	4
3	69.7	18	3
4	78.2	18	4
3	69.7	12	5
4	84.8	12	4
3	69.7	15	3
5	32.9	2	1
3	69.7	2	1
3	69.7	6	1
3	69.7	1	1
5	81.2	22	1
3	96.6	22	1
4	29.7	2	2
3	122.2	21	2
3	58.4	3	1
3	69.7	17	5
4	46.4	7	1
5	77.8	7	2
5	109.5	9	4
5	97.6	16	4
4	71.9	16	3
4	81.7	20	2
5	97.6	17	5
5	93.9	19	3
3	69.7	9	3
5	81	0	3
3	69.7	22	1
5	93.8	22	1
3	69.7	14	4
4	66.8	16	3
4	88.1	8	3
5	118.8	12	5
5	69.9	12	3
4	58.3	23	2
3	69.7	23	2
3	69.7	6	1
5	58.9	7	1
3	69.7	13	4
4	26.1	5	1
5	33.8	5	3
3	69.7	5	1
3	69.7	20	3
4	50.9	0	1
3	69.7	12	3
5	63.1	0	1
5	96.5	10	5
4	80.9	11	4
5	76.7	11	4
3	69.7	11	3
3	69.7	16	4
5	97.6	16	5
3	69.7	23	1
4	46.7	5	1
4	58.3	23	1
3	69.7	23	1
4	84	13	4
4	54.1	22	3
5	105.2	14	4
5	48.6	3	1
4	81.7	20	1
3	113	7	2
5	96.5	10	5
4	89	10	3
4	71.7	21	3
3	122.2	21	2
5	81.9	21	2
5	81.6	16	3
3	69.7	6	1
5	71.5	6	3
4	85	6	3
4	38.5	10	3
4	106.4	23	1
5	68.3	8	1
5	63.1	0	1
3	89.5	0	1
3	69.7	22	2
5	93.8	22	1
4	80.9	11	3
4	28.3	4	1
5	39.8	4	1
5	34.1	2	3
4	107.1	16	3
3	57.8	4	1
5	39.8	4	1
3	69.7	4	1
3	69.7	15	3
5	83.7	15	3
4	61.2	15	4
5	117.7	10	5
5	55.1	14	3
3	69.7	11	5
5	76.7	11	4
4	54	5	1
3	69.7	5	1
5	37.1	3	1
5	74.9	16	4
3	69.7	22	1
5	130.9	22	1
5	82.9	6	3
5	106.6	21	2
5	82.2	21	3
4	75.5	21	2
3	69.7	21	1
4	99.3	8	4
5	72.6	17	3
4	59.8	17	4
5	55.5	22	1
4	87	19	3
4	63.7	14	4
3	69.7	0	1
3	84.3	23	1
4	80.9	23	1
5	82.9	15	4
5	71.3	0	1
4	58.7	19	3
5	112.8	19	2
4	95.4	20	3
3	69.7	20	2
4	58.7	20	2
3	69.7	2	1
5	105.2	13	4
4	59.8	18	4
3	69.7	18	3
4	98.9	17	4
5	47.8	5	2
3	69.7	16	4
4	37.5	11	3
5	116.4	8	4
3	69.7	9	2
4	87.3	7	3
3	69.7	15	4
5	82.5	0	1
3	69.7	2	1
4	67.5	2	1
5	84.5	20	2
4	87.4	20	3
4	31.6	4	1
5	91.8	18	4
4	46.9	3	1
3	63.2	5	1
3	69.7	2	1
3	69.7	23	1
4	114	23	1
4	99.3	8	3
5	68.9	15	3
3	69.7	15	4
4	52.3	15	3
3	69.7	2	1
3	96.6	22	1
5	212.2	7	5
3	69.7	7	3
4	84	13	3
5	63.2	13	3
5	102.8	13	4
4	36.9	3	1
3	69.7	11	4
4	72.4	11	3
5	140.2	11	5
4	72.9	22	2
5	55.5	6	1
4	55	6	1
3	57.8	4	1
4	37.5	12	3
3	69.7	11	3
4	69.6	8	4
4	39.5	2	1
3	69.7	10	5
3	57.8	5	1
5	47.8	5	1
3	69.7	17	4
5	98.6	17	3
3	69.7	0	1
4	100.1	22	1
5	108.9	20	2
3	69.7	4	1
4	48.3	11	3
5	135.9	9	4
4	81.5	9	3
3	69.7	9	3
3	69.7	5	1
5	64	5	1
3	69.7	16	4
4	55.4	3	1
3	69.7	21	4
5	82.9	6	3
5	117.7	10	5
4	36.9	3	1
4	72.3	10	4
5	72.6	16	3
5	40.7	2	1
3	69.7	2	1
4	115.8	19	3
4	54	6	2
4	34.9	7	1
5	62.6	7	3
3	69.7	6	1
3	69.7	1	1
5	39.5	1	1
5	76.4	10	3
4	107.1	16	4
4	61.2	22	1
5	139.7	21	2
5	81.9	21	2
4	71.7	21	2
3	69.7	3	1
4	22.8	3	1
3	69.7	23	1
5	86.5	9	3
5	40.7	2	1
4	39.5	2	1
3	69.7	1	1
3	69.7	10	5
5	101.8	10	5
3	69.7	21	3
5	82.2	21	3
5	47.5	4	2
4	33.2	4	1
3	69.7	20	2
5	80.1	20	1
3	180.8	16	4
3	89.5	0	1
4	87.4	20	3
5	122.2	8	4
3	69.7	5	1
4	23.3	5	1
4	37.7	1	1
4	66.5	15	4
4	69.2	22	2
4	63.1	23	1
3	69.7	21	3
5	82.2	21	2
3	69.7	10	4
5	68.9	10	4
5	85.9	2	1
3	69.7	18	5
4	37.7	1	1
5	39.5	1	2
4	61.2	14	3
3	69.7	17	4
5	116.4	8	5
5	107.7	6	4
5	71.7	17	4
3	69.7	7	2
4	46.4	7	2
4	59.8	16	3
5	83.9	21	3
3	69.7	19	2
3	69.7	8	3
3	69.7	11	4
3	69.7	1	1
4	77.8	1	1
5	98.6	18	3
5	61	0	1
4	61.3	0	1
3	86.6	6	2
5	44.1	4	1
3	69.7	18	5
3	69.7	5	1
5	55.5	5	2
4	28.3	5	1
3	69.7	23	1
5	58.7	4	1
5	45.5	3	1
3	60.3	3	1
5	99.1	18	4
4	50.9	0	1
3	89.5	0	1
3	108.7	8	3
3	69.7	9	2
3	69.7	12	3
5	69.9	12	4
5	117.7	10	4
5	83.1	15	4
4	64.7	11	4
3	69.7	11	4
4	46.7	5	1
5	56.6	2	2
4	22.8	4	2
4	114	23	1
5	98.7	23	1
3	69.7	4	1
5	44.1	4	1
4	31.6	4	1
3	69.7	14	4
5	68.9	14	3
4	52.3	14	4
3	86.6	6	2
5	43.4	1	2
4	38.5	11	3
4	81.5	9	3
5	32.9	3	2
4	29.7	3	1
4	100.1	21	2
3	69.7	21	2
4	33.2	5	1
5	102.4	7	4
4	81.7	7	3
5	135.9	9	5
4	46.4	12	3
3	69.7	11	5
5	63.1	0	1
5	69.6	2	1
3	69.7	2	1
4	34.9	6	1
3	69.7	5	1
5	60.8	5	1
5	47.5	4	1
5	112.8	19	1
3	69.7	7	1
5	55.5	7	1
5	86.2	9	3
5	61.1	11	3
3	69.7	4	1
4	52	19	4
4	99.3	8	3
3	69.7	8	3
5	96.5	10	5
5	74.2	20	2
4	64.6	6	3
5	71.5	6	4
5	80.2	21	2
3	69.7	23	1
5	120.3	8	4
4	57.7	10	3
5	56.6	1	2
3	69.7	2	1
4	78.2	18	4
3	69.7	11	3
3	69.7	22	1
5	89.9	22	3
4	61.2	14	4
3	69.7	7	4
3	69.7	3	1
4	22.8	3	1
5	34.6	3	1
3	69.7	3	1
5	50.1	1	1
3	64.6	1	1
4	46.4	1	1
4	43.9	3	1
3	69.7	6	1
4	69.6	8	4
5	86.2	10	3
5	57.4	4	1
4	55.4	4	1
3	69.7	4	1
3	146.2	17	3
5	71.7	17	4
5	99.1	18	3
5	84.5	20	2
3	69.7	20	3
3	69.7	23	1
3	146.2	17	3
4	115.8	19	3
3	69.7	8	3
3	69.7	10	4
5	96.5	10	5
3	69.7	13	4
4	87.4	20	3
3	69.7	20	2
5	114.7	18	3
5	81.6	19	2
4	52	19	3
4	64.7	17	3
5	45.5	2	1
3	69.7	8	3
5	61	0	1
5	99.7	19	3
5	55.5	5	1
5	69.6	0	2
5	58.8	0	1
4	60.3	0	1
4	36.9	3	1
3	69.7	23	1
4	80.9	23	1
5	74.9	16	5
5	61	1	1
5	56.6	23	1
4	61.2	22	2
4	37.9	16	3
5	63.3	23	1
5	79.4	22	2
5	81.6	20	2
4	52	20	3
3	113	7	3
3	108.7	8	3
4	46.4	13	3
5	55.1	13	4
5	58.7	4	1
5	130.9	22	1
3	69.7	19	3
5	72.5	12	3
5	122.2	8	5
4	63.7	14	4
3	69.7	14	5
5	75.7	14	4
5	129.8	20	2
4	79.5	1	1
5	71.3	1	1
4	45.1	1	1
5	77.8	7	3
4	115.8	19	3
5	80.1	20	2
4	81.9	15	4
3	69.7	22	3
3	113	7	3
5	102.4	7	4
4	81.7	7	3
5	125.2	6	3
4	59.4	6	3
4	59.4	6	3
3	69.7	13	4
3	69.7	7	3
5	34.1	2	1
4	24.9	2	1
4	64.6	6	2
3	69.7	2	1
4	67.5	2	1
3	69.7	5	1
5	117.7	10	4
3	69.7	8	3
4	98.1	14	4
3	69.7	9	4
4	60.3	0	1
4	98.9	17	4
3	69.7	18	4
3	69.7	3	1
3	69.7	13	4
4	51	10	3
3	69.7	14	4
5	44.1	5	1
3	69.7	2	1
5	32.9	2	1
5	139.7	21	1
5	82.5	23	2
3	69.7	7	1
4	45.7	7	1
5	58.9	7	1
4	34.9	6	1
5	61.1	12	3
3	69.7	21	2
5	83.9	21	1
4	67.5	2	1
4	60.7	20	3
5	31	3	1
3	69.7	17	3
3	69.7	0	1
3	69.7	22	1
4	106.4	22	1
3	69.7	14	3
3	69.7	15	3
4	46.9	15	4
5	109.5	18	3
4	58.3	0	1
5	120.3	8	5
3	69.7	21	4
4	85.5	8	3
5	84.5	20	3
4	68.5	23	1
5	74.8	14	4
3	69.7	14	5
4	95.4	20	3
3	69.7	14	4
3	69.7	10	5
4	72.3	10	4
5	56.6	1	1
3	69.7	1	1
3	69.7	5	1
5	68.3	8	1
4	57.1	8	2
4	98.3	22	2
4	67.3	21	2
4	36.9	13	4
3	69.7	7	2
5	102.5	11	5
3	69.7	6	1
3	69.7	13	4
4	84	13	3
4	69.5	21	2
5	97.7	19	2
4	71.1	20	3
5	34.1	3	1
4	67.3	21	2
3	69.7	19	3
4	115.8	19	3
5	93.9	19	2
3	122.2	21	1
3	57.8	4	1
5	55.5	6	1
5	50.1	1	1
3	69.7	8	3
4	48.7	9	3
3	69.7	3	1
3	69.7	0	1
3	69.7	5	1
5	60.8	5	1
4	42.3	5	1
4	87	19	2
3	69.7	5	1
5	33.8	5	1
4	26.1	5	1
3	69.7	4	1
4	46.9	4	1
5	106.6	22	2
4	69.5	22	3
3	69.7	7	3
3	69.7	16	3
4	79.5	0	1
4	66.5	15	4
3	127.8	20	3
3	69.7	11	4
4	80.9	11	3
5	76.7	11	4
5	79.4	22	1
4	55.7	22	3
4	46.9	3	1
5	36.2	3	1
3	69.7	2	1
3	69.7	8	2
4	46.4	8	2
3	69.7	8	4
4	98.3	22	2
5	212.2	7	3
3	69.7	17	3
5	55.5	5	2
4	80.9	23	1
4	64.7	11	4
3	69.7	11	3
3	69.7	1	1
4	77.8	1	1
5	85.9	1	1
4	59	0	1
5	56.3	0	1
3	69.7	0	1
4	48.3	11	3
5	109.5	18	2
4	102.3	19	4
4	61.2	22	2
3	69.7	22	1
5	41.7	1	1
3	86.6	6	2
5	82.2	22	3
3	69.7	20	2
5	60.8	6	1
3	69.7	19	3
5	81.6	19	2
3	69.7	13	4
5	69.9	13	4
4	46.4	13	3
4	55	6	1
3	69.7	6	1
4	102.3	19	4
4	75.9	0	1
3	69.7	1	1
4	52.4	5	2
3	69.7	11	5
4	67.3	21	2
5	99.8	17	3
3	69.7	18	2
5	84.6	16	3
3	69.7	3	1
4	77.8	2	1
5	44.1	6	2
5	84.5	20	2
4	87.4	20	3
3	69.7	20	2
4	64.7	17	3
5	102.8	13	3
4	72.9	23	2
5	89.9	23	2
5	114.7	18	3
3	69.7	18	3
4	78.2	18	4
4	60.1	13	3
3	69.7	9	5
3	69.7	11	4
3	69.7	4	1
4	54.1	21	3
4	31.6	5	1
5	64	5	3
4	64.7	17	3
4	33.2	4	1
4	69.5	21	2
5	81.2	22	2
4	98	8	4
5	110.5	8	5
5	41.7	1	1
5	43.4	1	1
4	54.1	21	2
4	95.4	20	3
3	127.8	20	2
5	108.9	20	1
5	99.8	17	3
5	113.6	9	4
4	94.7	9	3
4	37.5	11	3
3	69.7	17	3
5	84.6	17	3
3	127.8	20	3
4	87.3	7	4
4	114	23	1
4	66.8	16	4
5	82.9	6	4
5	85.2	17	3
4	79.7	17	4
3	69.7	17	5
4	59.4	6	1
5	125.2	6	2
5	80.1	20	2
4	71.1	20	3
3	69.7	13	4
3	69.7	1	1
5	43.4	1	1
4	38.6	1	1
5	56.3	0	1
3	69.7	0	1
4	104.8	7	4
3	69.7	7	4
3	69.7	23	1
3	69.7	14	5
5	57.4	3	1
3	69.7	3	1
3	69.7	5	1
3	69.7	16	4
4	66.8	16	4
5	93.7	16	3
3	69.7	16	3
4	69.6	8	3
5	116.4	8	5
3	69.7	8	3
3	64.6	1	1
4	50.9	0	1
3	69.7	23	1
5	56.6	23	1
5	104.7	19	2
3	69.7	19	2
4	60.3	0	1
3	69.7	5	1
5	105.4	15	4
3	69.7	15	4
4	65.4	15	4
5	125.2	6	5
3	69.7	9	2
4	57.7	9	3
5	86.2	9	2
4	40.6	12	3
5	72.5	12	3
4	106.4	22	1
3	69.7	13	3
4	67.3	21	2
5	33.8	6	1
3	69.7	14	3
4	36.9	14	3
5	64.9	14	2
5	58.8	0	2
3	180.8	16	4
3	69.7	17	3
5	37.1	3	1
5	63.3	23	1
3	69.7	6	2
4	52.4	6	2
3	69.7	22	1
5	47.8	5	2
4	61.3	0	1
3	69.7	0	1
4	24.9	3	1
3	69.7	3	1
5	34.1	3	1
4	63.1	23	2
5	56.6	1	1
5	80.1	20	1
5	69.6	23	1
5	151	7	5
3	69.7	10	5
5	68.9	11	3
4	85	6	2
5	109.5	9	4
3	69.7	5	1
3	69.7	5	1
5	64	5	1
5	80.4	12	4
5	64.9	13	3
4	64.6	6	1
4	38.6	2	1
4	23.3	4	1
5	35.7	4	2
5	50.1	1	1
3	69.7	11	3
5	89.9	22	3
5	80.2	21	1
5	109.5	18	3
3	69.7	21	2
5	115.1	13	5
4	62.6	13	3
3	69.7	20	4
4	75	6	3
3	69.7	5	1
4	52.4	5	1
5	118.8	12	4
4	60.1	13	3
3	69.7	19	2
5	104.7	19	3
4	87	19	3
3	69.7	22	3
5	71.7	17	4
3	69.7	10	2
3	69.7	19	3
5	104.7	19	2
3	69.7	19	3
